ID,id,name,organization_id,alternate_name,transportation,latitude,longitude,description,location_services,location_phones,location_details,location_schedule,location_address,flag
11,32,"MIAMI-DADE OFFICE OF THE STATE ATTORNEY - SEXUAL BATTERY UNIT",32,,,25.786680484561,-80.214389404474,"Prosecutes cases of sexual battery, sexual offenses and child abuse cases. Responsible for reviewing law enforcement investigations and arrests, and initiates felony prosecutions.",,,,,,
12,34,"MIAMI-DADE OFFICE OF THE STATE ATTORNEY - CHILDREN AND SPECIAL NEEDS UNIT",34,,,25.786680484561,-80.214389404474,"The Center is one component of a community system that includes law enforcement, Rape Treatment Center, Guardian Ad Litem, Child Protective Team and HRS. Child Victim Specialists interview children under 12 years of age to obtain reliable, credible and valid data to assist the system in the protection of the child and provides advocacy on behalf of the family.",,,,,,
13,35,"MIAMI-DADE OFFICE OF THE STATE ATTORNEY - CHILD SUPPORT ENFORCEMENT",35,,,25.780200772152,-80.191957227408,"Assists in the establishment of paternity and in the obtaining of a support obligation, as well as assures that support is collected in accordance with the court's order. Enforcement may include IRS intercept of a tax refund, garnishment of wages, intercept of unemployment benefits and liens.",,,,,,
14,38,"U.S. CITIZENSHIP AND IMMIGRATION SERVICES",38,USCIS,,,,"U.S. Citizenship and Immigration Services (USCIS) is the government agency that oversees lawful immigration to the United States.\n\n###MON###\n###COL###",,,,,,
15,39,"USCIS - MIAMI FIELD OFFICE",39,"U.S. CITIZENSHIP AND IMMIGRATION SERVICES",,25.8560993,-80.2088389,"Field Offices handle scheduled interviews on non-asylum related applications.\n\nField Offices also provide limited information and customer services that supplement those we provide through our website and by phone. We recommend you consider the convenient service options we offer by web and by phone before you take the time to go to a Field Office for service.",,,,,,
16,42,"AL-ANON FAMILY GROUPS",42,"ALATEEN; AL-ANON",,36.784510574018,-76.007783051923,"Al-Anon provides support for family and friends of people with a drinking problem. \n\nAlateen provides support for adolescents dealing with someone else's drinking.",,,,,,
17,44,"FLORIDA DEPARTMENT OF AGRICULTURE AND CONSUMER SERVICES",44,,,,,"Under state law, most organizations which solicit contributions in Florida must register with the Florida Department of Agriculture and Consumer Services. Oversees the Division of Consumer Services and the Division of Agricultural Environmental Services and Division of Food Safety.\n\n###COL###\n###MON###",,,,,,
18,45,"FLORIDA DEPARTMENT OF AGRICULTURE - BUREAU OF INSPECTION AND INCIDENT RESPONSE",45,,,30.440165775593,-84.223415980641,"The Bureau of Inspection and Incident Response ensures consumer protection, worker safety and protection of the environment through inspections of entities that manufacture, sell or apply pesticides, fertilizer, feed or seed. These inspections are conducted on a routine basis or in response to a complaint from a consumer.\n\nThe Bureau is also responsible for responding to emergencies such as hurricanes, where monitoring of pesticide applications is necessary to prevent the spread of mosquito borne diseases.\n\n###MON###\n###COL###",,,,,,
19,46,"FL DEPT OF AGRICULTURE - DIVISION OF FOOD SAFETY - MIAMI REGIONAL OFFICE",46,,,25.817283022401,-80.325042105638,"Handles complaints concerning pre-packed items from grocery stores, gas stations, food processing plants and meat and poultry packing plants, and complaints about bottled water. Inspects and licenses convenient stores, bakeries, kiosks at malls and flea markets, mobile vehicles and any business that engages food processing.\n\nIf you have a complaint concerning a restaurant or a place of lodging, please contact the Department of Business and Professional Regulation at (850) 487-1395.\n\n###MON###\n###COL###",,,,,,
20,47,"FL DEPT OF AGRICULTURE - TENANT/LANDLORD COMPLAINTS",47,,,30.42950780589,-84.245776709225,"Handles complaints regarding safety or sanitation problems in buildings with fewer than five units. Handles housing defects on the interior, exterior and premises. Handles complaints regarding rent/deposits.  \n\nNOTE: For buildings with more than 5 units, call Florida Hotels and Restaurant Division at 850-487-1395. \n\n###COL###\n###MON###",,,,,,
21,48,"FL DEPT OF AGRICULTURE - DIVISION OF CONSUMER SERVICES",48,,,30.42950780589,-84.245776709225,"The Division has regulatory authority over some of Florida's business industries. These include: Business Opportunities, Motor Vehicle Repair Shops, Charitable Organizations, Florida Do Not Call, Dance Studios, Pawnshops, Health Studios, Sellers of Travel, Intrastate Movers, Sweepstakes/Game Promotions, Telemarketing, and Professional Surveyors and Mappers. \n\nIn addition, the division protects consumers from unfair and unsafe business practices across a wide range of products, including gasoline, brake fluid, antifreeze, liquefied petroleum gas, amusement rides and weighing and measuring devices. \n\n###COL###\n###MON###",,,,,,
22,50,"FL DEPT OF AGRICULTURE - CONSUMER EDUCATION AND OUTREACH",50,,,30.42950780589,-84.245776709225,"The Division provides speakers to high schools, civic groups and organizations throughout the state. The speakers talk about important consumer related topics and provide educational materials such as brochures and handouts. \n\n###MON###\n###COL###",,,,,,
23,51,"HABITAT FOR HUMANITY, INC.",51,,,32.070994,-84.2420403,"A national Christian organization whose mission is to provide adequate, affordable homes to low income families.\n\n###COL###",,,,,,
24,52,"HABITAT FOR HUMANITY - GREATER MIAMI",52,,,25.811444331321,-80.232709340986,"Builds simple, well constructed homes for low income families. Participants in the program receive sweat equity by giving 250 hours of labor toward the construction of their own homes. The homes are sold with long term, no interest mortgages. Volunteers provide as much of the remaining labor as is possible.",,,,,,
25,53,"FLORIDA DEPARTMENT OF BUSINESS AND PROFESSIONAL REGULATION",53,,,,,"Handles complaints regarding restaurants, hotels and food vendors including sanitation, food handling practices and fires. Licenses and regulates hundreds of professions including accountants, acupuncturists, a/c technicians, architects, asbestos removers, barbers, contractors, chiropractors, clinical social workers, cosmetologists, dentists, hygienists, engineers, funeral directors and embalmers, geologists, harbor pilots, hearing aid specialists, land surveyors, marriage & family therapists, opticians, optometrists, osteopaths, pharmacists, physical therapists, physicians, podiatrists, property appraisers, psychologists, real estate agents, respiratory therapists, talent agents, veterinarians, etc. Handles complaints on sewage overflow in duplexes and apartment buildings. \n\n\n###COL###\n###MON###",,,,,,
26,55,"CHILDREN'S TUMOR FOUNDATION, INC.",55,,,,,"The Children's Tumor Foundation is dedicated to improving the health and well-being of individuals and families affected by neurofibromatosis (NF), the term for three distinct disorders: NF1, NF2 and Schwannomatosis.\n\n###MON###\n###COL###",,,,,,
27,57,"CARLOS ALBIZU UNIVERSITY (MIAMI CAMPUS)",57,"Caribbean Center for Advanced Studies - Miami Institute of Psychology",,25.794983413664,-80.355094827346,"Private (non-profit) specialized university level institution offering a four-year Bachelor of Science Degree in Psychology; Bachelor of Arts in Elementary Education; Bachelor in Business Administration; Master of Science Degree in Psychology with Concentration in Mental Health Counseling, School Counseling, Marriage and Family Therapy; Specialized in new role and Child Care Psychology; Master of Science Degree in Industrial/Organizational Psychology; Master of Science in Exceptional Student Education; Doctor of Psychology Degree in Clinical Psychology with concentration in General Practice, Neuropsychology and Forensic Psychology.",,,,,,
28,58,"CARLOS ALBIZU UNIVERSITY - GOODMAN PSYCHOLOGICAL SERVICES CENTER",58,"GOODMAN CENTER",,25.794983413664,-80.355094827346,"The Goodman Psychological Services Center is a private, nonprofit community mental health agency that is affiliated with the Psychology Department of Carlos Albizu University (CAU). Students of the University who are working toward the Doctor of Psychology degree provide our services under the supervision of licensed psychologists.\n\nProvides services in the following areas:\n\nInitial assessment interview\nIndividual, couple, family, and group psychotherapy\nPsychological and psychoeducational, and neuropsychological testing for school placement, diagnosis, and/or treatment",,,,,,
29,59,"CITY OF MIAMI - NEIGHBORHOOD ENHANCEMENT TEAMS",59,NET,,25.770550236079,-80.19837024221,"This program of the City of Miami Community Development Department provides information & referral and access to City of Miami services and operations. Operates the NET offices located at 11 sites around the city.",,,,,,
30,62,"NET - LITTLE HAVANA",62,,,25.774594219778,-80.238872842231,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police and tenant/landlord concerns. Referrals are made to the correct city departments. Serves the East Little Havana area.",,,,,,
31,63,"NET - ADMINISTRATION OFFICE",63,,,25.770550236079,-80.19837024221,"Directs citizens to their appropriate Neighborhood Enhancement Team service center. NET centers have multi-lingual staff members who handle complaints regarding zoning, sanitation, graffiti, police. Referrals are made to the correct city departments.",,,,,,
32,64,"NET - WYNWOOD/EDGEWATER",64,,,25.808492785683,-80.198346209898,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police and tenant/landlord concerns. Referrals are made to the correct city departments. Serves the areas of Wynwood and Edgewater.\n\n*Located at Roberto Clemente Park*",,,,,,
33,65,"NET - LITTLE HAITI",65,,,25.834420678449,-80.191022321966,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police and tenant/landlord concerns. Referrals are made to the correct city departments. Serves the area of Little Haiti and Little River.",,,,,,
34,66,"NET - UPPER EAST SIDE",66,,,25.835817520275,-80.18405222564,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police and tenant/landlord concerns, and simple taxes. Referrals are made to correct city departments. Serves the areas of Morningside, Bay Point, Belle Meade, Palm Grove, and Shore Crest.",,,,,,
35,67,"NET - MODEL CITY",67,,,25.831860115444,-80.213585021584,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, and police. Referrals are made to the correct city departments. Serves the areas of King Heights, Charles Hadley Park, Model City and Liberty Square.",,,,,,
36,68,"NET - ALLAPATTAH",68,,,25.792821993318,-80.234448668919,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police. Referrals are made to the correct city departments. Serves the areas of Melrose, Santa Clara, Comstock, Curtis Park, Civic Center and Allapattah.",,,,,,
37,69,"NET - OVERTOWN",69,,,25.789375096321,-80.200638241116,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police and tenant/landlord concerns. Referrals are made to the correct city departments. Serves the areas of Spring Gardens and Overtown.",,,,,,
38,70,"NET - DOWNTOWN/BRICKELL",70,,,25.764932442526,-80.194250097385,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police and tenant/landlord concerns. Referrals are made to the correct city departments if needed. Serves the areas of Central Downtown, Lummus Park, Omni and Brickell.\n\n**Pending Relocation -The Downtown-Brickell staff is temporarily operating from the Overtown NET office**",,,,,,
39,72,"NET - WEST FLAGLER/FLAGAMI",72,,,25.779061631229,-80.278673579149,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police and tenant/landlord concerns. Referrals are made to the correct city departments. Serves the areas of West Flagler, Fairlawn, Kinloch Park and Le Jeune Gardens.",,,,,,
40,73,"NET - CORAL WAY",73,,,25.759231263133,-80.246749694783,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation, police and tenant/landlord concerns. Referrals are made to the correct city department. Serves the areas of Coral Gate, Shenandoah, Douglas Park, The Roads, and Silver Bluff.",,,,,,
41,74,"NET - COCONUT GROVE",74,,,25.729834511218,-80.239595568545,"Coordinates access to all City of Miami services. Staff is multi-lingual and handles complaints regarding zoning, sanitation,police. Referrals are made to the correct city departments. Serves Coco walk business district and the Northeast area of Coconut Grove.",,,,,,
42,75,"HIALEAH HOUSING AUTHORITY, INC.",75,,,25.827721421347,-80.280092492089,"The Hialeah Housing Authority is dedicated to providing this community with quality, affordable housing that is decent and safe to eligible families. Assistance for  low income families is made possible through the Affordable Housing Program, Housing Choice Voucher (Section 8) Program, Palm Centre, and Public Housing Program.",,,,,,
43,76,"HIALEAH HOUSING AUTHORITY - PUBLIC HOUSING PROGRAM",76,,,25.827721421347,-80.280092492089,"Public housing is a federally funded program established to provide decent, safe and affordable rental housing for eligible low-income families, the elderly, and persons with disabilities.",,,,,,
44,77,"HIALEAH HOUSING AUTHORITY - HOT LUNCH PROGRAM",77,,,25.827721421347,-80.280092492089,"Provides food and nutritional services to the senior citizens of Hialeah. The program provides seniors with a nutritionally balanced lunch five days a week and on holidays. The lunch program has two different programs: the congregate meals program and the home-delivered meals program.\n\nAlso offers other social services and activities such as monthly holiday celebrations, casino trips, shopping at the malls, picnics, beach trips, art shows and other leisurely activities.",,,,,,
45,78,"HIALEAH HOUSING AUTHORITY - WILLIAM LEHMAN DAYCARE",78,,,,,"The center provides full time care for children as well as after school and summer camps for elementary school aged children. Certified by The Early Learning Coalition Of Miami Dade-Monroe.",,,,,,
46,81,"CARE RESOURCE, INC.",81,"COMMUNITY AIDS RESOURCE, INC.",,25.809619846468,-80.189972108552,"Care Resource is one of the areas newest Federally Qualified Healthcare Centers serving clients in both Miami-Dade and Broward Counties. The agency provides easy, efficient access to a wide variety of quality health, prevention, education and psychosocial support services. Specific services offered include primary outpatient medical care, dental health care, case management, testing and counseling, women's programs, youth programs, food services, pharmacy and housing case management.",,,,,,
47,82,"CARE RESOURCE - ARTAS MIAMI",82,"Community AIDS Resource Inc.",,25.809619846468,-80.189972108552,"The ARTAS program uses a structured brief case management interventions which consist of five individual sessions that promotes and empowers clients to obtain successful linkage to medical care, while addressing the complexity of both the client and care system.",,,,,,
48,85,"CARE RESOURCE - CASE MANAGEMENT",85,"Community AIDS Resource Inc.",,25.809619846468,-80.189972108552,"Case management services for individuals with HIV/AIDS include providing referrals for various resources: primary care, specialty care, medication, psychotherapy and RW bus passes. Also assesses the needs of the client in order to link them with appropriate external sources and determine the client's eligibility for the RW program. Program maintains regular contact with clients to help them maintain a healthy lifestyle and improve quality of life.",,,,,,
49,89,"CARE RESOURCE - COUNSELING SERVICES",89,,,25.809619846468,-80.189972108552,"Program provides affordable counseling services for children and parents, individuals, couples and families at our Little Havana, Midtown Miami, and Ft. Lauderdale offices. Discounts are available on a sliding-fee scale for those making less than 200% of the Federal Poverty Level. Licensed and registered therapists are trained to serve and help you through whatever it is you are facing.",,,,,,
50,92,"CARE RESOURCE - HEALTH PROMOTION AND PREVENTION",92,HIP,,25.809619846468,-80.189972108552,"We provide HIV testing, HIV education, STD screenings and STD education. In addition to providing the finest treatment available and support to those infected or affected by HIV, AIDS or other STDs, our staff will work with you to reduce your risk of acquiring HIV and/or STDs. We also provide wellness screenings like blood pressure measurements, glucose and cholesterol testing that will help you reduce the risk for heart disease, diabetes and other related health conditions.",,,,,,
51,94,"CARE RESOURCE - FREE HIV TESTING",94,,,25.809619846468,-80.189972108552,"The HIV Counseling and Testing program provides free, confidential HIV counseling and testing. The program identifies individuals at high-risk for substance abuse and HIV infection. Services are offered at various offices, as well as, through mobile units with locations throughout Miami-Dade and Broward Counties. \n\nPlease refer to the following site for more information: http://www.careresource.org/hivaids/testing-hours-locations/",,,,,,
52,95,"FOOD FOR LIFE NETWORK - NUTRITIONAL COUNSELING AND REFERRAL",95,,,25.809619846468,-80.189972108552,"Provides individual, group, family nutritional counseling, as well as community counseling and seminars on nutritional and service issues to HIV/AIDS population. Offers assistance or referrals with applications, social security. Home delivered meals and food bank services are also available.    \n\nNote: This program may be able to serve victims of human trafficking.",,,,,,
53,96,"FOOD FOR LIFE NETWORK - HOME DELIVERED MEALS AND FOOD BANK",96,,,25.809619846468,-80.189972108552,"Provides culturally sensitive meals to people living with AIDS in Miami-Dade County who are home-bound. Seven dinners and breakfast foods are delivered once a week. Provides food bank services to clients who come to the facility to pick up groceries once a week. Also provides nutritional counseling and medical and psychosocial referral services.",,,,,,
54,97,"CARE RESOURCE - MEDICAID WAIVER",97,,,25.809619846468,-80.189972108552,"Provides a variety of support and services for individuals diagnosed with AIDS and disabled. The services include enhanced case management. If eligible, individuals may be referred for dental, home health care, massage therapy, pest control, primary care, specialty care, home delivered meals, nursing care, and financial assistance based on availability and eligibility.",,,,,,
55,98,"CARE RESOURCE - BEHAVIORAL HEALTH SERVICES",98,,,25.809619846468,-80.189972108552,"Individual and group psychosocial counseling for people living with HIV/AIDS. Family counseling is offered to clients and their families. Trained professionals provide all psychosocial services.\n\nAdditional services include, case management, limited emergency assistance  and specialty counseling such as substance abuse, grief counseling and peer support.",,,,,,
56,99,"CARE RESOURCE - PRIMARY MEDICAL CARE SERVICE",99,,,25.809619846468,-80.189972108552,"Federally Qualified Healthcare Center location providing Primary Medical Care and Medical Case Management. Pediatric services also offered, which include well-child care; pediatric hearing, vision and dental care; immunizations; routine health screenings and adolescent care.",,,,,,
57,100,"JESSIE TRICE COMMUNITY HEALTH SYSTEM",100,JTCHS,,25.826543804006,-80.240480607479,"The Jessie Trice Community Health System. (JTCHS), is a Florida 501 (c) 3, not-for-profit, Federally Qualified Health Center, which has been serving Miami-Dade County since 1967. The target population is the uninsured,underinsured, 95% of which live at or below the Federal Poverty Level of 200%.",,,,,,
58,102,"JESSIE TRICE - JTCHS MAIN CENTER",102,"JESSIE TRICE COMMUNITY HEALTH CENTER, JTCHC",,25.823873550943,-80.232577124036,"Provides outpatient substance abuse treatment to women with priority given to pregnant clients. Referrals to satellite health care facility for primary health needs and case management. Day care services provided on-site for those who attend the program. Men with substance abuse problems are also counseled.\n\nProvides family medical care in the areas of general Family Medicine, OB/GYN, Pediatrics, Dental, Vision, Optometry, HIV/AIDS Services, and Podiatry.",,,,,,
59,103,"JESSIE TRICE - JEFFERSON REAVES WOMEN'S RESIDENTIAL",103,"JESSIE TRICE COMMUNITY HEALTH CENTER, JTCHC",,25.823909264928,-80.244680348485,"A highly structured program for single women and women with their children. Special emphasis on the prevention of births of substance exposed newborns. All women being treated at the facility have a history of chronic substance abuse and have not been responsive to prior attempts to alter this behavior pattern. Services provided include individual, family and group counseling, substance education, relapse prevention, smoking cessation, conflict resolution and harm reduction, nutrition classes provided by a certified nutritionist, health and wellness didactic groups by a registered nurse practitioner, job readiness, management of medication, women's health issues, GED, HIV education and prevention classes, social and life skills, and recreation services.",,,,,,
60,104,"JESSIE TRICE - JTCHS NORTH",104,"JESSIE TRICE COMMUNITY HEALTH CENTER, JTCHC",,25.861450239979,-80.215623593046,"Family primary care services include medical care, laboratory, pharmacy, prenatal care, family planning, pediatrics, Medicaid screening, immunizations, nutrition counseling, WIC, HIV testing and  counseling, dental care, health education and HIV/AIDS prevention, transportation. Specialties by referral include: orthopedics, podiatry, gynecology, dermatology, and internal medicine. Substance abuse services include outpatient and residential.",,,,,,
61,105,"JESSIE TRICE - JTCHS DENTAL CENTER MIAMI GARDENS",105,"JESSIE TRICE COMMUNITY HEALTH CENTER, JTCHC",,25.942836070585,-80.213308959699,"Family primary care services include medical care, dental care, laboratory, pharmacy, pediatrics, Medicaid screening, immunizations, nutrition counseling, HIV testing and counseling, case management, health education, HIV/AIDS prevention, and transportation. Specialties by referral. Psychiatric and psychological counseling offered.",,,,,,
62,107,"JESSIE TRICE - FLAMINGO CENTER",107,"JESSIE TRICE COMMUNITY HEALTH CENTER, JTCHC",,25.832463492864,-80.260335955367,"Family primary care services include medical care, laboratory, dental care, pharmacy, X-rays, prenatal care, family planning, pediatrics, Medicaid screening, immunizations, nutrition counseling, WIC, HIV testing and counseling, case management, health education and HIV/AIDS prevention, and transportation. Specialties by referral. Psychiatric and psychological counseling offered.",,,,,,
63,108,"INSTITUTE FOR CHILD AND FAMILY HEALTH, INC.",108,"ICFH, Children's Psychiatric Center, Inc. (CPC)",,,,"Institute for Child and Family Health, Inc., provides a continuum of care to children, adolescents, and their families through a multidisciplinary team approach, that includes prevention and early intervention, outpatient and on-site mental health treatment, substance abuse prevention, case management, and educational services.  \n\nThe organization's goal is to provide high quality mental health,  prevention and psycho-educational services to children and their families.",,,,,,
64,118,"ICFH - AT RISK YOUTH PROGRAMS - FUNCTIONAL FAMILY THERAPY (FFT)",118,"CPC- Children Psychiatric Center",,25.91632773914,-80.212387995169,"The Functional Family Therapy (FFT) Program provides a family-based nationally recognized intervention for at-risk youth and their families. Youth targeted are those who have been arrested for a juvenile offense or are at-risk of entering the juvenile delinquency system. Through FFT, the therapist works with the identified youth and significant family members to build upon protective factors in the family system order to increase functioning of all family members.\n\nProgram is for 3 months which includes about 10-12 sessions.",,,,,,
65,119,"ICFH - AT RISK YOUTH PROGRAMS - SIBLING PREVENTION PROGRAM (SPP)",119,"CPC- Children Psychiatric Center",,,,"The ICFH Sibling Prevention Program (SPP) is a program that provides wrap-around support and linking services to the siblings and families of Serious Habitual Offenders in the South Dade area. The program is designed to engage the families in pro-social activities and reduce the likelihood of future delinquent activity. The program provides services at home, school, court and the community and uses Family Associates to act as mentors, case managers, liaisons with the community, and role models. The Family Associates match the families' ethnic and cultural backgrounds in order to provide culturally competent services. The maximum length of services for each family is approximately one year or until all goals are achieved.",,,,,,
66,122,"ICFH - LITERACY AND EDUCATIONAL DEVELOPMENT - ALL-ABOARD PARENTS AS TEACHERS PROGRAM",122,"CPC- Children's Psychiatric Center",,,,"The All-Aboard Family Literacy Program offers a comprehensive literacy based Home Visiting program for families with children residing at the Community Partnership for the Homeless: Downtown Chapman Center and South Dade Center in Homestead as well as other eligible families living throughout Miami-Dade County. The program focuses on improving the children's school readiness and success, while simultaneously supporting and guiding the parents through a child's early development.\n\nPrimary Services:\n* Home Visits\n* Group Meetings\n* Screenings\n* Access to community resources",,,,,,
67,123,"ICFH - CHILD AND FAMILY COUNSELING - BEHAVIORAL HEALTH SPECIALTY NETWORK (BNET)",123,"CPC- Children's Psychiatric Center",,25.882664330901,-80.292927241834,"Provides intensive mental health, case management, and stabilization services annually to children who have been diagnosed with a serious mental health problem and have a Children's Global Assessment Scale of 50 or below.",,,,,,
68,126,"ICFH - CHILD AND FAMILY COUNSELING - OUTPATIENT/COMMUNITY-BASED PROGRAM - NORTH",126,"Children's Psychiatric Center, Inc. (CPC)",,25.882664330901,-80.292927241834,"Targets emotional and behavioral issues in children and adolescents with a variety of diagnosis. Provides individual, family, play and group therapy, children and parent support groups, behavior modification, case management, psychological evaluations, parenting skills, treatment of sexually-abused children, suicide prevention and community outreach services. Services provided in the outpatient clinic, school and home.",,,,,,
69,127,"ICFH - CHILD AND FAMILY COUNSELING - MENTAL HEALTH TARGETED CASE MANAGEMENT",127,"CPC- Children Psychiatric Center",,,,"The case management program assists the client with the coordination, linkage, advocacy and monitoring of services. Such services may include: mental health, family support, educational support/placement, housing, financial resources, basic living needs, legal concerns, medical and dental concerns, and social support.",,,,,,
70,131,"ICFH - AT RISK YOUTH PROGRAMS - FAMILY EMPOWERMENT PROGRAM",131,"CPC- Children Psychiatric Center",,25.7009059,-80.3451116,"The Family Empowerment Program provides psycho-educational counseling and comprehensive case management services to families of first-time offenders. This 12 month structured psycho-educational program is designed to help families enhance their communication skills by providing family members the opportunity to engage in activities that help improve relationships. The goal is to help youth and their families implement techniques and strategies in their daily lives to enhance communication skills, increase self-esteem, practice non-violent conflict resolution and awareness of action and consequences while providing guidance and support for the family unit.",,,,,,
71,133,"ICFH - CHILD AND FAMILY COUNSELING - INFANT MENTAL HEALTH PROGRAMS",133,"CPC- Children Psychiatric Center",,25.882653768447,-80.293509155781,"This program focuses on providing high quality assessment, treatment and consultation services to young children and their families. The program offers parent-child psychotherapy that is conducted by therapists trained in early child development and dyadic therapy. In addition to serving the Medicaid population, ICFH has funding from United Way for mental health services of young children and their families.",,,,,,
72,134,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE, INC.",134,NAACP,,39.344645088606,-76.709535707101,"The mission of the National Association for the Advancement of Colored People is to ensure the political, educational, social, and economic equality of rights of all persons and to eliminate race-based discrimination. \n\n###MON###\n###COL###",,,,,,
73,135,"NAACP - MIAMI DADE COUNTY BRANCH",135,NAACP,,,,"The mission of the National Association for the Advancement of Colored People is to ensure the political, educational, social, and economic equality of rights of all persons and to eliminate race-based discrimination. \n\n\n###MON###",,,,,,
74,136,"GIRL SCOUTS COUNCIL OF TROPICAL FLORIDA, INC.",136,,,,,"The Girl Scout Council of Tropical Florida, Inc. is the preeminent local organization dedicated solely to all girls. Where, in an accepting and nurturing environment,girls build courage, confidence, and character. In partnership with committed adult volunteers, girls develop qualities that will serve them all their lives, such as, leadership, strong values, social conscience, and conviction about their own potential and self-worth.\n\n###MON###",,,,,,
